pdb_code,filename,ref2015
1A1O.pdb,pMHC_0025.pdb,-191.202900846748
1A1O.pdb,pMHC_0026.pdb,-191.3905159005
1A1O.pdb,pMHC_0027.pdb,-213.360918369308
1A1O.pdb,pMHC_0028.pdb,-219.675920357977
1A1O.pdb,pMHC_0031.pdb,-180.179557591195
1A1O.pdb,pMHC_0032.pdb,-211.919135978751
1A1O.pdb,pMHC_0033.pdb,-194.245632283634
1A1O.pdb,pMHC_0034.pdb,-199.627022701903
1A1O.pdb,pMHC_0035.pdb,-224.255514032716
1A1O.pdb,pMHC_0036.pdb,-219.636682265355
1A1O.pdb,pMHC_0037.pdb,-189.33450914724
1A1O.pdb,pMHC_0038.pdb,-211.122774894998
1A1O.pdb,pMHC_0040.pdb,-171.216529465265
1A1O.pdb,pMHC_0042.pdb,-126.045055055762
1A1O.pdb,pMHC_0043.pdb,-218.893869286233
1A1O.pdb,pMHC_0045.pdb,-164.322472438209
1A1O.pdb,pMHC_0047.pdb,-196.240576244909
1A1O.pdb,pMHC_0050.pdb,-173.985424196414
1A1O.pdb,pMHC_0051.pdb,-160.101681192109
1A1O.pdb,pMHC_0053.pdb,-215.711005004301
1A1O.pdb,pMHC_0054.pdb,-172.078184047269
1A1O.pdb,pMHC_0057.pdb,-202.28425987663
1A1O.pdb,pMHC_0059.pdb,-111.980358835116
1A1O.pdb,pMHC_0060.pdb,-191.544224069007
1A1O.pdb,pMHC_0061.pdb,-102.0872183975
1A1O.pdb,pMHC_0062.pdb,-195.412922265004
1A1O.pdb,pMHC_0063.pdb,-208.421464071728
1A1O.pdb,pMHC_0065.pdb,-204.699385425089
1A1O.pdb,pMHC_0067.pdb,-190.426133310929
1A1O.pdb,pMHC_0071.pdb,-174.937454277617
1A1O.pdb,pMHC_0072.pdb,-219.452189345975
1A1O.pdb,pMHC_0075.pdb,-191.288122027761
1A1O.pdb,pMHC_0076.pdb,-206.686998107522
1A1O.pdb,pMHC_0078.pdb,-179.985054937385
1A1O.pdb,pMHC_0080.pdb,-213.379507258795
1A1O.pdb,pMHC_0081.pdb,-209.803190002283
1A1O.pdb,pMHC_0084.pdb,-227.815600554682
1A1O.pdb,pMHC_0085.pdb,-208.096752486082
1A1O.pdb,pMHC_0086.pdb,-226.143826451247
1A1O.pdb,pMHC_0090.pdb,-211.182109203982
1A1O.pdb,pMHC_0091.pdb,-214.442029477062
1A1O.pdb,pMHC_0092.pdb,-219.961535043981
1A1O.pdb,pMHC_0093.pdb,-232.822465204745
1A1O.pdb,pMHC_0094.pdb,-184.882553631433
1A1O.pdb,pMHC_0095.pdb,-255.837073458933
1A1O.pdb,pMHC_0096.pdb,-159.273025639022
1A1O.pdb,pMHC_0097.pdb,-202.897750330248
1A1O.pdb,pMHC_0099.pdb,-200.402907638348
1A9B.pdb,pMHC_0000.pdb,-461.448058664875
1A9B.pdb,pMHC_0001.pdb,-467.60921132794
1A9B.pdb,pMHC_0002.pdb,-461.956745642437
1A9B.pdb,pMHC_0003.pdb,1410.50198357273
1A9B.pdb,pMHC_0004.pdb,-485.253324017009
1A9B.pdb,pMHC_0005.pdb,-474.731015770075
1A9B.pdb,pMHC_0006.pdb,-453.354741506851
1A9B.pdb,pMHC_0007.pdb,-462.551109178538
1A9B.pdb,pMHC_0008.pdb,-466.288011888701
1A9B.pdb,pMHC_0009.pdb,-481.512963531211
1A9B.pdb,pMHC_0010.pdb,-475.108377441166
1A9B.pdb,pMHC_0011.pdb,-453.541573309001
1A9B.pdb,pMHC_0012.pdb,-473.160690832914
1A9B.pdb,pMHC_0013.pdb,-467.701270248333
1A9B.pdb,pMHC_0014.pdb,-478.702078097909
1A9B.pdb,pMHC_0015.pdb,-480.114435904391
1A9B.pdb,pMHC_0016.pdb,-465.792208664667
1A9B.pdb,pMHC_0017.pdb,-467.842065465671
1A9B.pdb,pMHC_0018.pdb,-458.8256421015
1A9B.pdb,pMHC_0019.pdb,-455.769624183453
1A9B.pdb,pMHC_0020.pdb,-438.730363632034
1A9B.pdb,pMHC_0021.pdb,-466.116075595306
1A9B.pdb,pMHC_0022.pdb,1660.2939944434
1A9B.pdb,pMHC_0023.pdb,-465.063139559761
1A9B.pdb,pMHC_0024.pdb,-417.833732326178
1A9B.pdb,pMHC_0025.pdb,-438.533889574135
1A9B.pdb,pMHC_0026.pdb,-448.863693423492
1A9B.pdb,pMHC_0027.pdb,-465.766963038504
1A9B.pdb,pMHC_0028.pdb,-463.845163176464
1A9B.pdb,pMHC_0029.pdb,-449.622064351121
1A9B.pdb,pMHC_0030.pdb,-463.918857727086
1A9B.pdb,pMHC_0031.pdb,-424.672121579192
1A9B.pdb,pMHC_0032.pdb,-466.941035448677
1A9B.pdb,pMHC_0034.pdb,-455.031892574754
1A9B.pdb,pMHC_0035.pdb,-413.951590785295
1A9B.pdb,pMHC_0036.pdb,-469.948268841507
1A9B.pdb,pMHC_0037.pdb,-469.334570703955
1A9B.pdb,pMHC_0038.pdb,-435.188135623109
1A9B.pdb,pMHC_0039.pdb,-427.573339728031
1A9B.pdb,pMHC_0040.pdb,-463.527446903317
1A9B.pdb,pMHC_0041.pdb,-453.935921223673
1A9B.pdb,pMHC_0042.pdb,-454.050765086488
1A9B.pdb,pMHC_0043.pdb,-459.918345434529
1A9B.pdb,pMHC_0044.pdb,-454.804346929271
1A9B.pdb,pMHC_0045.pdb,-462.114317374479
1A9B.pdb,pMHC_0046.pdb,-460.716709303921
1A9B.pdb,pMHC_0047.pdb,-405.068414743797
1A9B.pdb,pMHC_0048.pdb,-435.676614040342
1A9B.pdb,pMHC_0049.pdb,-460.578302665428
1A9B.pdb,pMHC_0051.pdb,-464.421949261227
1A9B.pdb,pMHC_0052.pdb,-453.810789558133
1A9B.pdb,pMHC_0053.pdb,-431.029846714922
1A9B.pdb,pMHC_0054.pdb,-431.601009017575
1A9B.pdb,pMHC_0055.pdb,-464.777634851959
1A9B.pdb,pMHC_0056.pdb,-459.700606465901
1A9B.pdb,pMHC_0057.pdb,-450.661918307085
1A9B.pdb,pMHC_0059.pdb,-479.462521374647
1A9B.pdb,pMHC_0060.pdb,-437.962301474223
1A9B.pdb,pMHC_0061.pdb,-463.645241402049
1A9B.pdb,pMHC_0063.pdb,-480.908151717554
1A9B.pdb,pMHC_0064.pdb,-461.655605682747
1A9B.pdb,pMHC_0065.pdb,-450.354184113182
1A9B.pdb,pMHC_0066.pdb,-431.511408271537
1A9B.pdb,pMHC_0067.pdb,-418.541003071328
1A9B.pdb,pMHC_0068.pdb,-471.836532456146
1A9B.pdb,pMHC_0069.pdb,-460.798084202621
1A9B.pdb,pMHC_0070.pdb,-448.191992776786
1A9B.pdb,pMHC_0071.pdb,-477.471424312196
1A9B.pdb,pMHC_0072.pdb,-453.711041748358
1A9B.pdb,pMHC_0073.pdb,-464.081335702361
1A9B.pdb,pMHC_0074.pdb,-458.260778433319
1A9B.pdb,pMHC_0075.pdb,-445.236123115483
1A9B.pdb,pMHC_0076.pdb,-423.250864309244
1A9B.pdb,pMHC_0077.pdb,-436.031318242998
1A9B.pdb,pMHC_0078.pdb,-477.634863380936
1A9B.pdb,pMHC_0079.pdb,-449.49540005001
1A9B.pdb,pMHC_0080.pdb,-407.929913412161
1A9B.pdb,pMHC_0081.pdb,-414.179207966541
1A9B.pdb,pMHC_0082.pdb,-433.777241806991
1A9B.pdb,pMHC_0083.pdb,-462.421812130164
1A9B.pdb,pMHC_0084.pdb,-402.366864137315
1A9B.pdb,pMHC_0085.pdb,-449.873144167468
1A9B.pdb,pMHC_0086.pdb,-451.612086396597
1A9B.pdb,pMHC_0087.pdb,-464.420428598578
1A9B.pdb,pMHC_0088.pdb,-389.671334591624
1A9B.pdb,pMHC_0089.pdb,-430.274794181539
1A9B.pdb,pMHC_0090.pdb,-445.184076001533
1A9B.pdb,pMHC_0091.pdb,-470.874258323224
1A9B.pdb,pMHC_0092.pdb,-465.253060748763
1A9B.pdb,pMHC_0093.pdb,-461.80260999659
1A9B.pdb,pMHC_0094.pdb,-447.327291776034
1A9B.pdb,pMHC_0095.pdb,-468.381211554064
1A9B.pdb,pMHC_0096.pdb,-469.469449418059
1A9B.pdb,pMHC_0097.pdb,-458.110151850412
1A9B.pdb,pMHC_0098.pdb,-444.761301940129
1A9B.pdb,pMHC_0099.pdb,-459.398515526817
1AGB.pdb,pMHC_0000.pdb,-470.99031078198
1AGB.pdb,pMHC_0001.pdb,-472.646278962739
1AGB.pdb,pMHC_0002.pdb,-471.429982555131
1AGB.pdb,pMHC_0003.pdb,-463.440256677545
1AGB.pdb,pMHC_0004.pdb,-462.603487180019
1AGB.pdb,pMHC_0005.pdb,-464.828774925289
1AGB.pdb,pMHC_0006.pdb,-470.922174994796
1AGB.pdb,pMHC_0007.pdb,-465.658337949833
1AGB.pdb,pMHC_0008.pdb,-465.416113978019
1AGB.pdb,pMHC_0009.pdb,-457.420887216185
1AGB.pdb,pMHC_0010.pdb,-466.548102573454
1AGB.pdb,pMHC_0011.pdb,-468.124740621464
1AGB.pdb,pMHC_0012.pdb,-467.912262321724
1AGB.pdb,pMHC_0013.pdb,-451.631649116651
1AGB.pdb,pMHC_0014.pdb,-468.673957162782
1AGB.pdb,pMHC_0015.pdb,-462.529254431441
1AGB.pdb,pMHC_0016.pdb,-470.411283970495
1AGB.pdb,pMHC_0017.pdb,-465.773102302524
1AGB.pdb,pMHC_0018.pdb,-474.765330154726
1AGB.pdb,pMHC_0019.pdb,-470.974374257623
1AGB.pdb,pMHC_0020.pdb,-417.269736851382
1AGB.pdb,pMHC_0021.pdb,-404.782901324555
1AGB.pdb,pMHC_0023.pdb,-386.081123518899
1AGB.pdb,pMHC_0024.pdb,-427.040453161453
1AGB.pdb,pMHC_0025.pdb,-425.959084118314
1AGB.pdb,pMHC_0027.pdb,-385.707364582547
1AGB.pdb,pMHC_0028.pdb,-418.371076862474
1AGB.pdb,pMHC_0029.pdb,-436.561083612791
1AGB.pdb,pMHC_0030.pdb,-393.973798660838
1AGB.pdb,pMHC_0031.pdb,-376.950527946748
1AGB.pdb,pMHC_0032.pdb,-405.90001351811
1AGB.pdb,pMHC_0033.pdb,-384.292509507436
1AGB.pdb,pMHC_0034.pdb,-394.954667654131
1AGB.pdb,pMHC_0035.pdb,-408.49812000517
1AGB.pdb,pMHC_0036.pdb,-403.467080631828
1AGB.pdb,pMHC_0037.pdb,-401.264274913664
1AGB.pdb,pMHC_0038.pdb,-427.584940732943
1AGB.pdb,pMHC_0039.pdb,-418.961071311456
1AGB.pdb,pMHC_0040.pdb,-417.130575574958
1AGB.pdb,pMHC_0041.pdb,-425.749928107098
1AGB.pdb,pMHC_0042.pdb,-394.422537103798
1AGB.pdb,pMHC_0043.pdb,-411.970588041164
1AGB.pdb,pMHC_0044.pdb,-417.160210315629
1AGB.pdb,pMHC_0045.pdb,-426.393253017773
1AGB.pdb,pMHC_0046.pdb,-392.642806003986
1AGB.pdb,pMHC_0047.pdb,-433.946560765056
1AGB.pdb,pMHC_0048.pdb,-398.660508574715
1AGB.pdb,pMHC_0049.pdb,-392.278225966241
1AGB.pdb,pMHC_0050.pdb,-419.264803377156
1AGB.pdb,pMHC_0052.pdb,-401.971992413543
1AGB.pdb,pMHC_0053.pdb,-409.02394359736
1AGB.pdb,pMHC_0055.pdb,-447.790839424994
1AGB.pdb,pMHC_0056.pdb,-405.599628624377
1AGB.pdb,pMHC_0057.pdb,-360.857502434757
1AGB.pdb,pMHC_0058.pdb,-408.787481979104
1AGB.pdb,pMHC_0059.pdb,-412.960005611811
1AGB.pdb,pMHC_0060.pdb,-404.151526747197
1AGB.pdb,pMHC_0061.pdb,-414.172949577498
1AGB.pdb,pMHC_0062.pdb,-404.444900674803
1AGB.pdb,pMHC_0064.pdb,-409.258753513418
1AGB.pdb,pMHC_0065.pdb,-407.592633467686
1AGB.pdb,pMHC_0066.pdb,-416.299274517413
1AGB.pdb,pMHC_0068.pdb,-424.618584244199
1AGB.pdb,pMHC_0070.pdb,-428.020234449726
1AGB.pdb,pMHC_0071.pdb,-415.614355883582
1AGB.pdb,pMHC_0072.pdb,-415.778587016852
1AGB.pdb,pMHC_0074.pdb,-434.310218038313
1AGB.pdb,pMHC_0075.pdb,-369.01112105824
1AGB.pdb,pMHC_0079.pdb,208.537860607464
1AGB.pdb,pMHC_0080.pdb,-374.954946239228
1AGB.pdb,pMHC_0081.pdb,-427.75797304139
1AGB.pdb,pMHC_0084.pdb,-424.831123465593
1AGB.pdb,pMHC_0085.pdb,-427.938998899159
1AGB.pdb,pMHC_0087.pdb,-392.217979262491
1AGB.pdb,pMHC_0088.pdb,-395.873012288099
1AGB.pdb,pMHC_0089.pdb,-407.304446942621
1AGB.pdb,pMHC_0090.pdb,-432.9805994571
1AGB.pdb,pMHC_0094.pdb,-403.138311419649
1AGB.pdb,pMHC_0095.pdb,-400.305459473959
1AGB.pdb,pMHC_0096.pdb,-393.436396446131
1AGB.pdb,pMHC_0097.pdb,-414.366759745305
1AGB.pdb,pMHC_0098.pdb,-418.949323707787
1AGB.pdb,pMHC_0099.pdb,-411.29623063693
1AGC.pdb,pMHC_0000.pdb,-477.31057786021
1AGC.pdb,pMHC_0001.pdb,-477.290246186715
1AGC.pdb,pMHC_0002.pdb,-476.800121371841
1AGC.pdb,pMHC_0003.pdb,-478.020884235831
1AGC.pdb,pMHC_0004.pdb,-481.575141996471
1AGC.pdb,pMHC_0005.pdb,-477.136076964738
1AGC.pdb,pMHC_0006.pdb,-480.619799983643
1AGC.pdb,pMHC_0007.pdb,-475.030218113655
1AGC.pdb,pMHC_0008.pdb,-478.676840668318
1AGC.pdb,pMHC_0009.pdb,-476.421054597169
1AGC.pdb,pMHC_0010.pdb,-476.280161324889
1AGC.pdb,pMHC_0011.pdb,-474.615212799181
1AGC.pdb,pMHC_0012.pdb,-474.638789283175
1AGC.pdb,pMHC_0013.pdb,-476.108247699179
1AGC.pdb,pMHC_0014.pdb,-477.935124966956
1AGC.pdb,pMHC_0015.pdb,-479.539837951328
1AGC.pdb,pMHC_0016.pdb,-477.642511701542
1AGC.pdb,pMHC_0017.pdb,-474.015647429583
1AGC.pdb,pMHC_0018.pdb,-479.165872444546
1AGC.pdb,pMHC_0019.pdb,-475.959037458499
1AGC.pdb,pMHC_0020.pdb,-413.00573154807
1AGC.pdb,pMHC_0021.pdb,-112.988272547193
1AGC.pdb,pMHC_0022.pdb,-415.478770869362
1AGC.pdb,pMHC_0023.pdb,-419.593657244704
1AGC.pdb,pMHC_0025.pdb,-422.579546305056
1AGC.pdb,pMHC_0026.pdb,-433.2795015768
1AGC.pdb,pMHC_0029.pdb,-437.004063810719
1AGC.pdb,pMHC_0030.pdb,-417.554743646481
1AGC.pdb,pMHC_0031.pdb,-420.684254568359
1AGC.pdb,pMHC_0032.pdb,-423.31029675714
1AGC.pdb,pMHC_0033.pdb,-444.481736334918
1AGC.pdb,pMHC_0034.pdb,-436.785795426092
1AGC.pdb,pMHC_0035.pdb,-450.893186188825
1AGC.pdb,pMHC_0036.pdb,-431.663685276277
1AGC.pdb,pMHC_0037.pdb,-419.126052951461
1AGC.pdb,pMHC_0040.pdb,-431.006658365148
1AGC.pdb,pMHC_0041.pdb,-422.570408445428
1AGC.pdb,pMHC_0042.pdb,-412.392423374804
1AGC.pdb,pMHC_0043.pdb,-413.73205636626
1AGC.pdb,pMHC_0044.pdb,-413.083936662836
1AGC.pdb,pMHC_0046.pdb,-425.905865746368
1AGC.pdb,pMHC_0047.pdb,-89.5500248163234
1AGC.pdb,pMHC_0048.pdb,-404.28603074706
1AGC.pdb,pMHC_0049.pdb,-438.522977801121
1AGC.pdb,pMHC_0051.pdb,-405.678691095071
1AGC.pdb,pMHC_0052.pdb,-430.148115859419
1AGC.pdb,pMHC_0053.pdb,-401.115280601068
1AGC.pdb,pMHC_0054.pdb,-424.46384961765
1AGC.pdb,pMHC_0055.pdb,-432.874234341476
1AGC.pdb,pMHC_0056.pdb,-358.047594516939
1AGC.pdb,pMHC_0057.pdb,-442.422913428053
1AGC.pdb,pMHC_0061.pdb,-423.592288231178
1AGC.pdb,pMHC_0063.pdb,-413.944330906779
1AGC.pdb,pMHC_0065.pdb,-414.03409798973
1AGC.pdb,pMHC_0067.pdb,-429.282481109186
1AGC.pdb,pMHC_0070.pdb,-420.383572642458
1AGC.pdb,pMHC_0072.pdb,-419.867482307651
1AGC.pdb,pMHC_0073.pdb,-398.535120212001
1AGC.pdb,pMHC_0076.pdb,-442.195481461734
1AGC.pdb,pMHC_0078.pdb,-423.434727528891
1AGC.pdb,pMHC_0085.pdb,-415.414728227828
1AGC.pdb,pMHC_0086.pdb,-423.477160658644
1AGC.pdb,pMHC_0087.pdb,-445.812250305136
1AGC.pdb,pMHC_0089.pdb,-435.439486126352
1AGC.pdb,pMHC_0090.pdb,-436.813160578255
1AGC.pdb,pMHC_0091.pdb,-425.716560613027
1AGC.pdb,pMHC_0093.pdb,-416.115063345223
1AGC.pdb,pMHC_0094.pdb,-404.809171042454
1AGC.pdb,pMHC_0095.pdb,-431.773090553532
1AGC.pdb,pMHC_0096.pdb,-432.424964948317
1AGC.pdb,pMHC_0098.pdb,-411.453576942959
1AGC.pdb,pMHC_0099.pdb,-440.474582688735
1AGD.pdb,pMHC_0000.pdb,-390.32855704622
1AGD.pdb,pMHC_0001.pdb,-394.619488281906
1AGD.pdb,pMHC_0002.pdb,-386.8381925856
1AGD.pdb,pMHC_0003.pdb,-388.627776982848
1AGD.pdb,pMHC_0004.pdb,-395.629088325931
1AGD.pdb,pMHC_0005.pdb,-391.733521192312
1AGD.pdb,pMHC_0006.pdb,-385.762741590518
1AGD.pdb,pMHC_0007.pdb,-392.536452059669
1AGD.pdb,pMHC_0008.pdb,-395.268469578016
1AGD.pdb,pMHC_0009.pdb,-390.580534892642
1AGD.pdb,pMHC_0010.pdb,-403.5072459971
1AGD.pdb,pMHC_0011.pdb,-391.046554448528
1AGD.pdb,pMHC_0012.pdb,-397.347427882591
1AGD.pdb,pMHC_0013.pdb,-400.639822117881
1AGD.pdb,pMHC_0014.pdb,-385.246307159951
1AGD.pdb,pMHC_0015.pdb,-391.3039955349
1AGD.pdb,pMHC_0016.pdb,-407.362549662504
1AGD.pdb,pMHC_0017.pdb,-410.656322233972
1AGD.pdb,pMHC_0018.pdb,-395.381205978816
1AGD.pdb,pMHC_0019.pdb,-392.890153109672
1AGD.pdb,pMHC_0020.pdb,-368.501858432917
1AGD.pdb,pMHC_0022.pdb,-360.19875185978
1AGD.pdb,pMHC_0023.pdb,-355.570625897853
1AGD.pdb,pMHC_0026.pdb,-380.857337311309
1AGD.pdb,pMHC_0028.pdb,-361.628947864374
1AGD.pdb,pMHC_0032.pdb,-338.363180621919
1AGD.pdb,pMHC_0033.pdb,-329.763293617922
1AGD.pdb,pMHC_0034.pdb,-331.255141437642
1AGD.pdb,pMHC_0035.pdb,-336.535360249904
1AGD.pdb,pMHC_0039.pdb,-357.599747482267
1AGD.pdb,pMHC_0040.pdb,-370.463594132252
1AGD.pdb,pMHC_0042.pdb,-367.619884515309
1AGD.pdb,pMHC_0043.pdb,-353.435797000114
1AGD.pdb,pMHC_0044.pdb,-358.601048750764
1AGD.pdb,pMHC_0045.pdb,-346.482012324002
1AGD.pdb,pMHC_0048.pdb,-342.764692435714
1AGD.pdb,pMHC_0052.pdb,-352.682267823914
1AGD.pdb,pMHC_0055.pdb,-371.874579146688
1AGD.pdb,pMHC_0057.pdb,-347.396608822386
1AGD.pdb,pMHC_0060.pdb,-284.591229484969
1AGD.pdb,pMHC_0063.pdb,-359.80695597064
1AGD.pdb,pMHC_0070.pdb,-360.379818847981
1AGD.pdb,pMHC_0073.pdb,-314.047983847877
1AGD.pdb,pMHC_0074.pdb,-345.974665385053
1AGD.pdb,pMHC_0077.pdb,2446.81291552421
1AGD.pdb,pMHC_0078.pdb,-336.55783880447
1AGD.pdb,pMHC_0079.pdb,-366.152867036818
1AGD.pdb,pMHC_0080.pdb,-377.613785106887
1AGD.pdb,pMHC_0081.pdb,-374.658007160317
1AGD.pdb,pMHC_0084.pdb,-371.257193342459
1AGD.pdb,pMHC_0087.pdb,-360.191562880423
1AGD.pdb,pMHC_0090.pdb,-377.431400204969
1AGD.pdb,pMHC_0092.pdb,-321.048934470088
1AGD.pdb,pMHC_0093.pdb,-350.639065230946
1AGD.pdb,pMHC_0099.pdb,-368.533123532028
1AGE.pdb,pMHC_0000.pdb,-444.977180991814
1AGE.pdb,pMHC_0001.pdb,-457.562325039991
1AGE.pdb,pMHC_0002.pdb,-452.102650875682
1AGE.pdb,pMHC_0003.pdb,-460.195764724598
1AGE.pdb,pMHC_0004.pdb,-424.664371814319
1AGE.pdb,pMHC_0005.pdb,-452.792616222919
1AGE.pdb,pMHC_0006.pdb,-463.344383517165
1AGE.pdb,pMHC_0007.pdb,-463.806743455473
1AGE.pdb,pMHC_0008.pdb,-456.525144138993
1AGE.pdb,pMHC_0009.pdb,-460.433284086632
1AGE.pdb,pMHC_0010.pdb,-445.441789982511
1AGE.pdb,pMHC_0011.pdb,-448.495457147953
1AGE.pdb,pMHC_0012.pdb,-464.645812579986
1AGE.pdb,pMHC_0013.pdb,-430.198310459432
1AGE.pdb,pMHC_0014.pdb,-450.166011743345
