pdb_code,filename,vina,vinardo
1A1N.pdb,pMHC_127.pdb,-22.03939,-16.88673
1A1N.pdb,pMHC_001.pdb,-22.24771,-16.52783
1A1N.pdb,pMHC_118.pdb,-20.81448,-15.68422
1A1N.pdb,pMHC_134.pdb,-21.60047,-15.88136
1A1N.pdb,pMHC_005.pdb,-22.83298,-16.89706
1A1N.pdb,pMHC_123.pdb,-22.72151,-16.97899
1A1N.pdb,pMHC_116.pdb,-20.89631,-15.53449
1A1N.pdb,pMHC_002.pdb,-22.8986,-17.05663
1A1N.pdb,pMHC_119.pdb,-18.81284,-13.17785
1A1N.pdb,pMHC_130.pdb,-21.16578,-15.8899
1A1N.pdb,pMHC_121.pdb,-21.15754,-16.27557
1A1N.pdb,pMHC_109.pdb,-24.14099,-19.00445
1A1N.pdb,pMHC_000.pdb,-22.81612,-16.86869
1A1N.pdb,pMHC_009.pdb,-22.2148,-16.51657
1A1N.pdb,pMHC_113.pdb,-21.50211,-16.16918
1A1N.pdb,pMHC_111.pdb,-22.93645,-18.32006
1A1N.pdb,pMHC_149.pdb,-20.94167,-15.51322
1A1N.pdb,pMHC_003.pdb,-22.47624,-16.77622
1A1N.pdb,pMHC_131.pdb,-21.60942,-16.36651
1A1N.pdb,pMHC_140.pdb,-20.7049,-15.82262
1A1N.pdb,pMHC_104.pdb,-23.99029,-18.80428
1A1N.pdb,pMHC_114.pdb,-22.59771,-17.54134
1A1N.pdb,pMHC_133.pdb,-22.82637,-17.1944
1A1N.pdb,pMHC_015.pdb,-22.25842,-17.10405
1A1O.pdb,pMHC_0084.pdb,-20.15385,-15.93097
1A1O.pdb,pMHC_0092.pdb,-21.01026,-16.11643
1A1O.pdb,pMHC_0050.pdb,-22.94617,-17.72256
1A1O.pdb,pMHC_0019.pdb,-26.76878,-22.85507
1A1O.pdb,pMHC_0091.pdb,-21.41728,-16.85544
1A1O.pdb,pMHC_0016.pdb,-26.27405,-21.53049
1A1O.pdb,pMHC_0018.pdb,-26.313,-21.69407
1A1O.pdb,pMHC_0045.pdb,-22.41944,-17.16231
1A1O.pdb,pMHC_0000.pdb,-26.25289,-21.69674
1A1O.pdb,pMHC_0094.pdb,-22.44352,-17.54633
1A1O.pdb,pMHC_0042.pdb,-25.33437,-20.1233
1A1O.pdb,pMHC_0037.pdb,-22.65762,-18.12753
1A1O.pdb,pMHC_0022.pdb,-25.66624,-20.56236
1A1O.pdb,pMHC_0065.pdb,-20.02445,-14.81558
1A1O.pdb,pMHC_0096.pdb,-21.87334,-16.52534
1A1O.pdb,pMHC_0004.pdb,-26.18836,-21.6277
1A1O.pdb,pMHC_0013.pdb,-26.21965,-21.60176
1A1O.pdb,pMHC_0023.pdb,-25.84147,-20.77906
1A1O.pdb,pMHC_0026.pdb,-24.17135,-19.93885
1A1O.pdb,pMHC_0035.pdb,-23.98918,-18.73634
1A1O.pdb,pMHC_0008.pdb,-27.59091,-23.35288
1A1O.pdb,pMHC_0011.pdb,-26.50938,-22.06477
1A1O.pdb,pMHC_0054.pdb,-25.19333,-19.62612
1A1O.pdb,pMHC_0025.pdb,-22.29397,-17.23586
1A1O.pdb,pMHC_0002.pdb,-26.08253,-21.62071
1A1O.pdb,pMHC_0081.pdb,-23.50712,-19.42796
1A1O.pdb,pMHC_0075.pdb,-23.36341,-17.95605
1A1O.pdb,pMHC_0033.pdb,-22.40993,-17.85274
1A1O.pdb,pMHC_0097.pdb,-23.42308,-18.48599
1A1O.pdb,pMHC_0057.pdb,-24.37075,-19.34749
1A1O.pdb,pMHC_0036.pdb,-23.83769,-18.64029
1A1O.pdb,pMHC_0010.pdb,-27.01193,-22.60918
1A1O.pdb,pMHC_0003.pdb,-26.40463,-21.7255
1A1O.pdb,pMHC_0006.pdb,-26.35258,-21.75789
1A1O.pdb,pMHC_0032.pdb,-22.81022,-17.32967
1A1O.pdb,pMHC_0043.pdb,-23.75443,-18.61886
1A1O.pdb,pMHC_0059.pdb,-24.48707,-19.40347
1A1O.pdb,pMHC_0014.pdb,-26.33995,-21.62528
1A1O.pdb,pMHC_0086.pdb,-23.37768,-17.92037
1A1O.pdb,pMHC_0093.pdb,-23.37478,-18.29032
1A1O.pdb,pMHC_0060.pdb,-23.41898,-17.51442
1A1O.pdb,pMHC_0062.pdb,-23.0965,-16.55249
1A1O.pdb,pMHC_0061.pdb,-24.05539,-17.58972
1A1O.pdb,pMHC_0038.pdb,-24.18831,-19.18983
1A1O.pdb,pMHC_0072.pdb,-22.26913,-17.24327
1A1O.pdb,pMHC_0053.pdb,-20.13355,-15.51689
1A1O.pdb,pMHC_0005.pdb,-26.31034,-21.75978
1A1O.pdb,pMHC_0040.pdb,-24.06086,-18.581
1A1O.pdb,pMHC_0012.pdb,-26.41461,-21.77527
1A1O.pdb,pMHC_0034.pdb,-24.05686,-18.90773
1A1O.pdb,pMHC_0031.pdb,-23.17852,-18.60162
1A1O.pdb,pMHC_0095.pdb,-24.05572,-19.79719
1A1O.pdb,pMHC_0078.pdb,-24.73015,-20.08202
1A1O.pdb,pMHC_0051.pdb,-23.38917,-18.42262
1A1O.pdb,pMHC_0067.pdb,-23.36302,-18.35422
1A1O.pdb,pMHC_0001.pdb,-27.01774,-22.78103
1A1O.pdb,pMHC_0080.pdb,-23.35346,-18.53127
1A1O.pdb,pMHC_0015.pdb,-26.32259,-21.81325
1A1O.pdb,pMHC_0020.pdb,-27.00516,-22.24733
1A1O.pdb,pMHC_0071.pdb,-23.5585,-18.00719
1A1O.pdb,pMHC_0027.pdb,-24.0328,-18.76372
1A1O.pdb,pMHC_0090.pdb,-21.50523,-16.01455
1A1O.pdb,pMHC_0085.pdb,-20.73227,-15.77146
1A1O.pdb,pMHC_0021.pdb,-23.25284,-17.8294
1A1O.pdb,pMHC_0099.pdb,-23.51679,-18.47866
1A1O.pdb,pMHC_0017.pdb,-26.86555,-22.279
1A1O.pdb,pMHC_0047.pdb,-24.99582,-18.92362
1A1O.pdb,pMHC_0009.pdb,-26.51862,-21.97752
1A1O.pdb,pMHC_0063.pdb,-22.79219,-17.94367
1A1O.pdb,pMHC_0007.pdb,-26.37793,-21.67661
1A1O.pdb,pMHC_0076.pdb,-23.51178,-18.83483
1A1O.pdb,pMHC_0028.pdb,-22.93763,-18.09202
1A9B.pdb,pMHC_0087.pdb,-23.30818,-16.66507
1A9B.pdb,pMHC_0084.pdb,-23.91299,-17.0354
1A9B.pdb,pMHC_0092.pdb,-24.19044,-17.27605
1A9B.pdb,pMHC_0019.pdb,-26.02367,-19.58898
1A9B.pdb,pMHC_0091.pdb,-23.45478,-15.79853
1A9B.pdb,pMHC_0016.pdb,-26.13622,-19.73586
1A9B.pdb,pMHC_0018.pdb,-26.25576,-19.75304
1A9B.pdb,pMHC_0045.pdb,-25.41946,-19.67819
1A9B.pdb,pMHC_0089.pdb,-22.44262,-15.20434
1A9B.pdb,pMHC_0029.pdb,-24.70506,-17.56155
1A9B.pdb,pMHC_0082.pdb,-24.33005,-17.73869
1A9B.pdb,pMHC_0000.pdb,-26.08469,-19.60443
1A9B.pdb,pMHC_0094.pdb,-23.67478,-16.70634
1A9B.pdb,pMHC_0042.pdb,-24.90167,-18.39925
1A9B.pdb,pMHC_0037.pdb,-24.62136,-18.27019
1A9B.pdb,pMHC_0022.pdb,14.75476,22.84833
1A9B.pdb,pMHC_0065.pdb,-25.45994,-18.98995
1A9B.pdb,pMHC_0096.pdb,-24.70899,-17.9297
1A9B.pdb,pMHC_0073.pdb,-23.9432,-17.61093
1A9B.pdb,pMHC_0004.pdb,-25.85565,-19.30991
1A9B.pdb,pMHC_0013.pdb,-26.20851,-19.66357
1A9B.pdb,pMHC_0069.pdb,-23.71598,-17.26508
1A9B.pdb,pMHC_0023.pdb,-24.60037,-17.89111
1A9B.pdb,pMHC_0026.pdb,-24.1498,-17.57672
1A9B.pdb,pMHC_0035.pdb,-23.2345,-16.10389
1A9B.pdb,pMHC_0008.pdb,-25.97453,-19.67288
1A9B.pdb,pMHC_0011.pdb,-26.02168,-19.47748
1A9B.pdb,pMHC_0054.pdb,-24.77616,-17.92965
1A9B.pdb,pMHC_0025.pdb,-23.77965,-17.08685
1A9B.pdb,pMHC_0044.pdb,-23.73025,-16.35879
1A9B.pdb,pMHC_0088.pdb,-23.40817,-17.26491
1A9B.pdb,pMHC_0002.pdb,-25.97011,-19.49937
1A9B.pdb,pMHC_0081.pdb,-23.22206,-17.04073
1A9B.pdb,pMHC_0055.pdb,-23.7933,-17.49893
1A9B.pdb,pMHC_0075.pdb,-22.76643,-16.21861
1A9B.pdb,pMHC_0046.pdb,-24.58367,-17.93152
1A9B.pdb,pMHC_0097.pdb,-24.35685,-18.39991
1A9B.pdb,pMHC_0057.pdb,-22.84425,-15.88071
1A9B.pdb,pMHC_0036.pdb,-24.64444,-17.80358
1A9B.pdb,pMHC_0010.pdb,-26.14774,-19.90417
1A9B.pdb,pMHC_0064.pdb,-23.92849,-17.60871
1A9B.pdb,pMHC_0074.pdb,-22.8897,-16.05107
1A9B.pdb,pMHC_0003.pdb,-5.28297,1.80842
1A9B.pdb,pMHC_0048.pdb,-24.0595,-17.37539
1A9B.pdb,pMHC_0070.pdb,-24.93996,-18.35801
1A9B.pdb,pMHC_0006.pdb,-26.0977,-19.80363
1A9B.pdb,pMHC_0052.pdb,-24.09255,-17.52857
1A9B.pdb,pMHC_0032.pdb,-24.92916,-17.98519
1A9B.pdb,pMHC_0043.pdb,-24.58091,-18.7829
1A9B.pdb,pMHC_0059.pdb,-23.88275,-17.48536
1A9B.pdb,pMHC_0014.pdb,-25.89078,-19.30965
1A9B.pdb,pMHC_0086.pdb,-22.37486,-15.8993
1A9B.pdb,pMHC_0093.pdb,-22.82024,-15.82338
1A9B.pdb,pMHC_0060.pdb,-25.05517,-18.14023
1A9B.pdb,pMHC_0098.pdb,-23.93592,-17.02678
1A9B.pdb,pMHC_0083.pdb,-23.48261,-16.48998
1A9B.pdb,pMHC_0056.pdb,-24.15362,-17.81515
1A9B.pdb,pMHC_0077.pdb,-23.68549,-17.5037
1A9B.pdb,pMHC_0061.pdb,-23.08893,-16.16287
1A9B.pdb,pMHC_0038.pdb,-25.02841,-18.06058
1A9B.pdb,pMHC_0072.pdb,-24.85252,-18.42091
1A9B.pdb,pMHC_0053.pdb,-23.77911,-17.42363
1A9B.pdb,pMHC_0005.pdb,-26.06202,-19.73379
1A9B.pdb,pMHC_0040.pdb,-24.9218,-18.10468
1A9B.pdb,pMHC_0012.pdb,-25.68367,-19.12652
1A9B.pdb,pMHC_0034.pdb,-25.4443,-19.13827
1A9B.pdb,pMHC_0031.pdb,-24.59633,-17.84592
1A9B.pdb,pMHC_0095.pdb,-23.74813,-17.35013
1A9B.pdb,pMHC_0078.pdb,-22.56297,-15.50089
1A9B.pdb,pMHC_0030.pdb,-22.79402,-15.59986
1A9B.pdb,pMHC_0051.pdb,-23.42617,-16.21786
1A9B.pdb,pMHC_0067.pdb,-25.70928,-18.99729
1A9B.pdb,pMHC_0001.pdb,-26.08661,-19.7859
1A9B.pdb,pMHC_0080.pdb,-24.76229,-17.86352
1A9B.pdb,pMHC_0015.pdb,-25.79253,-19.26959
1A9B.pdb,pMHC_0020.pdb,-25.3103,-19.35262
1A9B.pdb,pMHC_0071.pdb,-25.52071,-19.4508
1A9B.pdb,pMHC_0027.pdb,-24.01317,-17.9812
1A9B.pdb,pMHC_0079.pdb,-23.65437,-17.21371
1A9B.pdb,pMHC_0090.pdb,-23.77836,-16.74913
1A9B.pdb,pMHC_0085.pdb,-23.64398,-16.5375
1A9B.pdb,pMHC_0066.pdb,-24.03958,-16.98629
1A9B.pdb,pMHC_0021.pdb,-25.31251,-18.47514
1A9B.pdb,pMHC_0049.pdb,-25.92236,-19.16478
1A9B.pdb,pMHC_0099.pdb,-24.38523,-17.6411
1A9B.pdb,pMHC_0039.pdb,-23.91419,-17.17113
1A9B.pdb,pMHC_0024.pdb,-23.8941,-17.00066
1A9B.pdb,pMHC_0017.pdb,-26.04452,-19.63918
1A9B.pdb,pMHC_0047.pdb,-22.73188,-15.86815
1A9B.pdb,pMHC_0068.pdb,-24.59653,-18.01551
1A9B.pdb,pMHC_0041.pdb,-25.00353,-19.47868
1A9B.pdb,pMHC_0009.pdb,-25.77829,-19.3101
1A9B.pdb,pMHC_0063.pdb,-24.71685,-17.84302
1A9B.pdb,pMHC_0007.pdb,-25.77625,-19.12495
1A9B.pdb,pMHC_0076.pdb,-24.4276,-17.66472
1A9B.pdb,pMHC_0028.pdb,-25.74583,-18.56902
1AGB.pdb,pMHC_0087.pdb,-20.81327,-15.33369
1AGB.pdb,pMHC_0084.pdb,-24.94628,-19.42596
1AGB.pdb,pMHC_0050.pdb,-24.74072,-19.60805
1AGB.pdb,pMHC_0019.pdb,-24.11301,-20.13759
1AGB.pdb,pMHC_0016.pdb,-24.01417,-19.86675
1AGB.pdb,pMHC_0018.pdb,-23.99633,-19.73184
1AGB.pdb,pMHC_0045.pdb,-24.21395,-19.43495
1AGB.pdb,pMHC_0089.pdb,-23.29903,-19.21872
1AGB.pdb,pMHC_0029.pdb,-23.68494,-18.79574
1AGB.pdb,pMHC_0000.pdb,-24.05991,-19.87522
1AGB.pdb,pMHC_0094.pdb,-24.02518,-19.84807
1AGB.pdb,pMHC_0042.pdb,-21.93459,-15.99146
1AGB.pdb,pMHC_0037.pdb,-21.24283,-16.13369
1AGB.pdb,pMHC_0065.pdb,-20.86831,-15.79939
1AGB.pdb,pMHC_0096.pdb,-23.20548,-18.55138
1AGB.pdb,pMHC_0004.pdb,-23.93934,-19.69639
1AGB.pdb,pMHC_0013.pdb,-24.53996,-20.34524
1AGB.pdb,pMHC_0023.pdb,-23.03407,-16.97707
1AGB.pdb,pMHC_0035.pdb,-22.97486,-17.46591
1AGB.pdb,pMHC_0008.pdb,-23.74471,-19.64541
1AGB.pdb,pMHC_0011.pdb,-23.91887,-19.71573
1AGB.pdb,pMHC_0025.pdb,-23.84005,-18.3744
1AGB.pdb,pMHC_0044.pdb,-23.45606,-17.99483
1AGB.pdb,pMHC_0088.pdb,-22.82752,-17.77244
1AGB.pdb,pMHC_0002.pdb,-24.02873,-19.84008
1AGB.pdb,pMHC_0081.pdb,-24.83294,-19.35739
1AGB.pdb,pMHC_0055.pdb,-22.07064,-16.69211
1AGB.pdb,pMHC_0075.pdb,-21.71575,-15.44987
1AGB.pdb,pMHC_0033.pdb,-22.20196,-17.81823
1AGB.pdb,pMHC_0046.pdb,-23.95885,-18.93062
1AGB.pdb,pMHC_0097.pdb,-24.06231,-18.31685
1AGB.pdb,pMHC_0057.pdb,-21.797,-15.8277
1AGB.pdb,pMHC_0036.pdb,-24.61128,-19.34329
1AGB.pdb,pMHC_0010.pdb,-23.9212,-19.68659
1AGB.pdb,pMHC_0058.pdb,-23.65577,-18.0784
1AGB.pdb,pMHC_0064.pdb,-21.62309,-16.08541
1AGB.pdb,pMHC_0074.pdb,-22.56885,-17.32481
1AGB.pdb,pMHC_0003.pdb,-23.49396,-19.44539
1AGB.pdb,pMHC_0048.pdb,-25.3533,-21.0057
1AGB.pdb,pMHC_0070.pdb,-22.30999,-16.89992
1AGB.pdb,pMHC_0006.pdb,-23.87445,-19.72598
1AGB.pdb,pMHC_0052.pdb,-19.12532,-14.19085
1AGB.pdb,pMHC_0032.pdb,-21.54537,-16.80586
1AGB.pdb,pMHC_0043.pdb,-23.38694,-18.71115
1AGB.pdb,pMHC_0059.pdb,-24.28659,-18.72712
1AGB.pdb,pMHC_0014.pdb,-23.90706,-19.96479
1AGB.pdb,pMHC_0060.pdb,-24.05996,-18.78661
1AGB.pdb,pMHC_0098.pdb,-21.70169,-16.91733
1AGB.pdb,pMHC_0056.pdb,-23.42728,-18.43442
1AGB.pdb,pMHC_0062.pdb,-18.84523,-13.29716
1AGB.pdb,pMHC_0061.pdb,-24.99036,-19.7201
1AGB.pdb,pMHC_0038.pdb,-23.87653,-18.28654
1AGB.pdb,pMHC_0072.pdb,-21.4824,-16.9523
1AGB.pdb,pMHC_0053.pdb,-24.93618,-20.43464
1AGB.pdb,pMHC_0005.pdb,-24.02531,-19.74987
1AGB.pdb,pMHC_0040.pdb,-25.11016,-19.70244
1AGB.pdb,pMHC_0012.pdb,-23.82187,-19.52557
1AGB.pdb,pMHC_0034.pdb,-23.21799,-18.09354
1AGB.pdb,pMHC_0031.pdb,-21.90568,-16.00715
1AGB.pdb,pMHC_0095.pdb,-23.92141,-17.84787
1AGB.pdb,pMHC_0030.pdb,-24.39066,-18.79209
1AGB.pdb,pMHC_0001.pdb,-23.96039,-19.71803
1AGB.pdb,pMHC_0080.pdb,-18.25859,-12.55459
1AGB.pdb,pMHC_0015.pdb,-23.23492,-19.48128
1AGB.pdb,pMHC_0020.pdb,-25.11008,-19.80747
1AGB.pdb,pMHC_0071.pdb,-23.5768,-17.68575
1AGB.pdb,pMHC_0027.pdb,-24.23656,-19.02925
1AGB.pdb,pMHC_0079.pdb,-21.54216,-15.52865
1AGB.pdb,pMHC_0090.pdb,-23.35668,-18.92166
1AGB.pdb,pMHC_0085.pdb,-20.86426,-15.87972
1AGB.pdb,pMHC_0066.pdb,-22.65066,-18.68547
1AGB.pdb,pMHC_0021.pdb,-24.22987,-18.82982
1AGB.pdb,pMHC_0049.pdb,-24.07242,-18.05856
1AGB.pdb,pMHC_0099.pdb,-25.54058,-20.56631
1AGB.pdb,pMHC_0039.pdb,-24.43135,-19.52856
1AGB.pdb,pMHC_0024.pdb,-24.11589,-19.26336
1AGB.pdb,pMHC_0017.pdb,-23.68647,-19.69748
1AGB.pdb,pMHC_0047.pdb,-21.92742,-16.87939
1AGB.pdb,pMHC_0068.pdb,-23.23373,-17.52429
1AGB.pdb,pMHC_0041.pdb,-24.47695,-19.73408
1AGB.pdb,pMHC_0009.pdb,-23.43047,-19.35839
1AGB.pdb,pMHC_0007.pdb,-23.90637,-19.92112
1AGB.pdb,pMHC_0028.pdb,-24.04854,-18.75752
1AGC.pdb,pMHC_0087.pdb,-23.57181,-19.48876
1AGC.pdb,pMHC_0019.pdb,-25.05863,-20.90997
1AGC.pdb,pMHC_0091.pdb,-22.51717,-17.2963
1AGC.pdb,pMHC_0016.pdb,-24.957,-20.74903
1AGC.pdb,pMHC_0018.pdb,-25.29717,-21.07783
1AGC.pdb,pMHC_0089.pdb,-22.23326,-18.20574
1AGC.pdb,pMHC_0029.pdb,-24.16501,-19.83848
1AGC.pdb,pMHC_0000.pdb,-25.27124,-21.07739
1AGC.pdb,pMHC_0094.pdb,-22.01167,-17.14231
1AGC.pdb,pMHC_0042.pdb,-23.51469,-19.39248
1AGC.pdb,pMHC_0037.pdb,-23.17465,-18.56988
1AGC.pdb,pMHC_0022.pdb,-24.51973,-19.58502
1AGC.pdb,pMHC_0065.pdb,-23.38051,-18.13459
1AGC.pdb,pMHC_0096.pdb,-20.67222,-16.27192
1AGC.pdb,pMHC_0073.pdb,-20.23485,-15.02531
1AGC.pdb,pMHC_0004.pdb,-25.22208,-21.06776
1AGC.pdb,pMHC_0013.pdb,-24.98581,-20.78733
1AGC.pdb,pMHC_0023.pdb,-22.57048,-17.73953
1AGC.pdb,pMHC_0026.pdb,-22.74979,-18.29293
1AGC.pdb,pMHC_0035.pdb,-23.28353,-19.11277
1AGC.pdb,pMHC_0008.pdb,-25.06312,-20.8767
1AGC.pdb,pMHC_0011.pdb,-25.00913,-20.83606
1AGC.pdb,pMHC_0054.pdb,-23.85398,-19.01537
1AGC.pdb,pMHC_0025.pdb,-21.17955,-16.6421
1AGC.pdb,pMHC_0044.pdb,-21.73107,-17.11977
1AGC.pdb,pMHC_0002.pdb,-24.93447,-20.76634
1AGC.pdb,pMHC_0055.pdb,-22.81637,-17.71978
1AGC.pdb,pMHC_0033.pdb,-23.05043,-19.36097
1AGC.pdb,pMHC_0046.pdb,-22.44246,-17.03503
1AGC.pdb,pMHC_0057.pdb,-24.82874,-20.45618
1AGC.pdb,pMHC_0036.pdb,-24.47036,-20.43417
1AGC.pdb,pMHC_0010.pdb,-25.05889,-20.88318
1AGC.pdb,pMHC_0003.pdb,-25.0591,-20.93119
1AGC.pdb,pMHC_0048.pdb,-21.86993,-17.51633
1AGC.pdb,pMHC_0070.pdb,-21.74543,-17.52036
1AGC.pdb,pMHC_0006.pdb,-25.31194,-21.05272
1AGC.pdb,pMHC_0052.pdb,-22.03555,-17.98327
1AGC.pdb,pMHC_0032.pdb,-22.68845,-18.20443
1AGC.pdb,pMHC_0043.pdb,-22.84859,-18.22999
1AGC.pdb,pMHC_0014.pdb,-25.42803,-21.13443
1AGC.pdb,pMHC_0086.pdb,-22.53853,-18.01405
1AGC.pdb,pMHC_0093.pdb,-24.18591,-19.07773
1AGC.pdb,pMHC_0098.pdb,-19.85502,-14.50604
1AGC.pdb,pMHC_0056.pdb,-21.08723,-15.7874
1AGC.pdb,pMHC_0061.pdb,-22.83972,-18.37282
1AGC.pdb,pMHC_0072.pdb,-20.91144,-16.25909
1AGC.pdb,pMHC_0053.pdb,-22.78311,-17.50395
1AGC.pdb,pMHC_0005.pdb,-25.05706,-20.93842
1AGC.pdb,pMHC_0040.pdb,-19.9606,-14.5522
1AGC.pdb,pMHC_0012.pdb,-25.08086,-20.95834
1AGC.pdb,pMHC_0034.pdb,-23.9057,-18.90537
1AGC.pdb,pMHC_0031.pdb,-22.74612,-18.82196
1AGC.pdb,pMHC_0095.pdb,-24.11003,-19.40947
1AGC.pdb,pMHC_0078.pdb,-20.50261,-15.55359
1AGC.pdb,pMHC_0030.pdb,-23.10296,-18.69055
1AGC.pdb,pMHC_0051.pdb,-21.6142,-16.85436
1AGC.pdb,pMHC_0067.pdb,-24.88271,-20.95813
1AGC.pdb,pMHC_0001.pdb,-24.94107,-20.72097
1AGC.pdb,pMHC_0015.pdb,-24.94573,-20.81778
1AGC.pdb,pMHC_0020.pdb,-22.89264,-18.39138
1AGC.pdb,pMHC_0090.pdb,-23.99232,-19.48542
1AGC.pdb,pMHC_0085.pdb,-21.29297,-16.46865
1AGC.pdb,pMHC_0021.pdb,4.16062,12.06196
1AGC.pdb,pMHC_0049.pdb,-23.81679,-19.6707
1AGC.pdb,pMHC_0099.pdb,-22.72268,-18.0722
1AGC.pdb,pMHC_0017.pdb,-24.87171,-20.70789
1AGC.pdb,pMHC_0047.pdb,4.17132,10.95587
1AGC.pdb,pMHC_0041.pdb,-21.2926,-16.66469
1AGC.pdb,pMHC_0009.pdb,-24.88023,-20.7215
1AGC.pdb,pMHC_0063.pdb,-24.00018,-19.10003
1AGC.pdb,pMHC_0007.pdb,-24.99067,-20.78949
1AGC.pdb,pMHC_0076.pdb,-23.86056,-19.49689
1AGD.pdb,pMHC_0087.pdb,-21.57356,-17.26923
1AGD.pdb,pMHC_0084.pdb,-22.20586,-18.34818
1AGD.pdb,pMHC_0092.pdb,-19.7319,-14.89189
1AGD.pdb,pMHC_0019.pdb,-22.654,-19.18235
1AGD.pdb,pMHC_0016.pdb,-22.89091,-19.38754
1AGD.pdb,pMHC_0018.pdb,-22.81088,-19.32438
1AGD.pdb,pMHC_0045.pdb,-19.72478,-14.85832
1AGD.pdb,pMHC_0000.pdb,-23.02277,-19.31919
1AGD.pdb,pMHC_0042.pdb,-20.78191,-16.14102
1AGD.pdb,pMHC_0022.pdb,-20.55475,-16.00558
1AGD.pdb,pMHC_0073.pdb,-19.9837,-15.64996
